INFO 2025-11-14 13:45:50,049 autoreload Watching for file changes with StatReloader
INFO 2025-11-14 13:46:18,031 autoreload E:\NCRM\CRM_WEBSITE\settings.py changed, reloading.
INFO 2025-11-14 13:46:18,977 autoreload Watching for file changes with StatReloader
INFO 2025-11-14 13:46:25,593 autoreload E:\NCRM\CRM_WEBSITE\settings.py changed, reloading.
INFO 2025-11-14 13:46:26,447 autoreload Watching for file changes with StatReloader
INFO 2025-11-14 13:47:05,063 autoreload Watching for file changes with StatReloader
INFO 2025-11-14 13:48:20,389 autoreload E:\NCRM\accounts\views.py changed, reloading.
INFO 2025-11-14 13:48:21,626 autoreload Watching for file changes with StatReloader
INFO 2025-11-14 13:51:01,745 autoreload E:\NCRM\accounts\admin.py changed, reloading.
INFO 2025-11-14 13:51:02,608 autoreload Watching for file changes with StatReloader
INFO 2025-11-14 13:54:41,678 autoreload Watching for file changes with StatReloader
INFO 2025-11-14 13:56:43,570 autoreload Watching for file changes with StatReloader
INFO 2025-11-14 13:57:56,787 autoreload E:\NCRM\CRM_WEBSITE\settings.py changed, reloading.
INFO 2025-11-14 13:57:58,111 autoreload Watching for file changes with StatReloader
INFO 2025-11-14 13:58:25,264 autoreload Watching for file changes with StatReloader
INFO 2025-11-14 13:59:14,111 autoreload E:\NCRM\CRM_WEBSITE\settings.py changed, reloading.
INFO 2025-11-14 13:59:37,840 autoreload Watching for file changes with StatReloader
INFO 2025-11-14 14:00:36,155 autoreload Watching for file changes with StatReloader
INFO 2025-11-14 14:00:40,036 basehttp "GET /accounts/login/ HTTP/1.1" 200 7338
INFO 2025-11-14 14:00:40,060 basehttp "GET /static/css/base.css HTTP/1.1" 304 0
INFO 2025-11-14 14:00:40,062 basehttp "GET /static/css/style.css HTTP/1.1" 304 0
INFO 2025-11-14 14:00:44,620 basehttp "GET /accounts/register/ HTTP/1.1" 200 15438
INFO 2025-11-14 14:04:15,698 autoreload E:\NCRM\accounts\views.py changed, reloading.
INFO 2025-11-14 14:04:16,956 autoreload Watching for file changes with StatReloader
INFO 2025-11-14 14:05:32,509 autoreload E:\NCRM\accounts\views.py changed, reloading.
INFO 2025-11-14 14:05:33,336 autoreload Watching for file changes with StatReloader
INFO 2025-11-14 14:06:45,495 autoreload E:\NCRM\accounts\views.py changed, reloading.
INFO 2025-11-14 14:06:46,336 autoreload Watching for file changes with StatReloader
INFO 2025-11-14 14:06:55,093 autoreload E:\NCRM\accounts\views.py changed, reloading.
INFO 2025-11-14 14:06:55,888 autoreload Watching for file changes with StatReloader
INFO 2025-11-14 14:09:30,784 autoreload E:\NCRM\accounts\views.py changed, reloading.
INFO 2025-11-14 14:09:31,650 autoreload Watching for file changes with StatReloader
INFO 2025-11-14 14:09:33,121 autoreload E:\NCRM\accounts\views.py changed, reloading.
INFO 2025-11-14 14:09:34,144 autoreload Watching for file changes with StatReloader
INFO 2025-11-14 14:09:37,566 basehttp "GET /accounts/register/ HTTP/1.1" 200 13051
INFO 2025-11-14 14:09:37,669 basehttp "GET /static/css/style.css HTTP/1.1" 200 6856
INFO 2025-11-14 14:09:37,670 basehttp "GET /static/css/base.css HTTP/1.1" 200 22690
WARNING 2025-11-14 14:09:37,985 middleware Unauthorized access attempt to /favicon.ico from IP: 127.0.0.1
INFO 2025-11-14 14:09:37,986 basehttp "GET /favicon.ico HTTP/1.1" 302 0
INFO 2025-11-14 14:09:37,991 basehttp "GET /accounts/login/ HTTP/1.1" 200 7338
INFO 2025-11-14 14:12:12,526 basehttp "POST /accounts/register/ HTTP/1.1" 302 0
INFO 2025-11-14 14:12:12,533 basehttp "GET /accounts/login/ HTTP/1.1" 200 7679
WARNING 2025-11-14 14:12:12,611 middleware Unauthorized access attempt to /favicon.ico from IP: 127.0.0.1
INFO 2025-11-14 14:12:12,612 basehttp "GET /favicon.ico HTTP/1.1" 302 0
INFO 2025-11-14 14:12:12,621 basehttp "GET /accounts/login/ HTTP/1.1" 200 7338
INFO 2025-11-14 14:12:26,003 views Login attempt by unapproved user: srija@gmail.com
INFO 2025-11-14 14:12:26,005 basehttp "POST /accounts/login/ HTTP/1.1" 200 7710
WARNING 2025-11-14 14:12:26,096 middleware Unauthorized access attempt to /favicon.ico from IP: 127.0.0.1
INFO 2025-11-14 14:12:26,097 basehttp "GET /favicon.ico HTTP/1.1" 302 0
INFO 2025-11-14 14:12:26,100 basehttp "GET /accounts/login/ HTTP/1.1" 200 7338
INFO 2025-11-14 14:16:42,631 autoreload Watching for file changes with StatReloader
INFO 2025-11-14 14:16:48,766 views Login attempt by unapproved user: srija@gmail.com
INFO 2025-11-14 14:16:48,780 basehttp "POST /accounts/login/ HTTP/1.1" 200 7710
INFO 2025-11-14 14:16:48,888 basehttp "GET /static/css/base.css HTTP/1.1" 200 22690
INFO 2025-11-14 14:16:48,888 basehttp "GET /static/css/style.css HTTP/1.1" 200 6856
WARNING 2025-11-14 14:16:49,260 middleware Unauthorized access attempt to /favicon.ico from IP: 127.0.0.1
INFO 2025-11-14 14:16:49,261 basehttp "GET /favicon.ico HTTP/1.1" 302 0
INFO 2025-11-14 14:16:49,268 basehttp "GET /accounts/login/ HTTP/1.1" 200 7338
INFO 2025-11-14 14:17:06,598 basehttp "GET /admin/ HTTP/1.1" 302 0
INFO 2025-11-14 14:17:09,926 basehttp "GET /admin/login/?next=/admin/ HTTP/1.1" 200 2198
INFO 2025-11-14 14:17:09,957 basehttp "GET /static/admin/css/base.css HTTP/1.1" 200 16307
INFO 2025-11-14 14:17:09,959 basehttp "GET /static/admin/css/login.css HTTP/1.1" 200 1185
INFO 2025-11-14 14:17:09,959 basehttp "GET /static/admin/css/nav_sidebar.css HTTP/1.1" 200 2138
INFO 2025-11-14 14:17:09,967 basehttp "GET /static/admin/css/responsive.css HTTP/1.1" 200 18344
INFO 2025-11-14 14:17:09,973 basehttp "GET /static/admin/css/fonts.css HTTP/1.1" 200 423
INFO 2025-11-14 14:17:09,984 basehttp "GET /static/admin/js/nav_sidebar.js HTTP/1.1" 200 1360
INFO 2025-11-14 14:17:10,003 basehttp "GET /static/admin/fonts/Roboto-Regular-webfont.woff HTTP/1.1" 200 85876
INFO 2025-11-14 14:17:10,004 basehttp "GET /static/admin/fonts/Roboto-Light-webfont.woff HTTP/1.1" 200 85692
WARNING 2025-11-14 14:17:10,016 middleware Unauthorized access attempt to /favicon.ico from IP: 127.0.0.1
INFO 2025-11-14 14:17:10,017 basehttp "GET /favicon.ico HTTP/1.1" 302 0
INFO 2025-11-14 14:17:10,027 basehttp "GET /accounts/login/ HTTP/1.1" 200 7338
INFO 2025-11-14 15:03:34,477 autoreload Watching for file changes with StatReloader
INFO 2025-11-14 15:03:39,937 basehttp "POST /admin/login/?next=/admin/ HTTP/1.1" 302 0
INFO 2025-11-14 15:03:40,372 basehttp "GET /admin/ HTTP/1.1" 200 4790
INFO 2025-11-14 15:03:40,406 basehttp "GET /static/admin/css/base.css HTTP/1.1" 304 0
INFO 2025-11-14 15:03:40,408 basehttp "GET /static/admin/css/fonts.css HTTP/1.1" 304 0
INFO 2025-11-14 15:03:40,409 basehttp "GET /static/admin/css/nav_sidebar.css HTTP/1.1" 304 0
INFO 2025-11-14 15:03:40,414 basehttp "GET /static/admin/js/nav_sidebar.js HTTP/1.1" 304 0
INFO 2025-11-14 15:03:40,415 basehttp "GET /static/admin/css/responsive.css HTTP/1.1" 304 0
INFO 2025-11-14 15:03:40,472 basehttp "GET /static/admin/css/dashboard.css HTTP/1.1" 200 380
INFO 2025-11-14 15:03:40,489 basehttp "GET /static/admin/img/icon-changelink.svg HTTP/1.1" 200 380
INFO 2025-11-14 15:03:40,490 basehttp "GET /static/admin/img/icon-addlink.svg HTTP/1.1" 200 331
INFO 2025-11-14 15:03:40,490 basehttp "GET /static/admin/img/icon-viewlink.svg HTTP/1.1" 200 581
INFO 2025-11-14 15:03:40,509 basehttp "GET /static/admin/fonts/Roboto-Light-webfont.woff HTTP/1.1" 304 0
INFO 2025-11-14 15:03:40,509 basehttp "GET /static/admin/fonts/Roboto-Regular-webfont.woff HTTP/1.1" 304 0
INFO 2025-11-14 15:03:40,520 basehttp "GET /static/admin/fonts/Roboto-Bold-webfont.woff HTTP/1.1" 200 86184
INFO 2025-11-14 15:03:40,733 middleware Unapproved user admin@gmail.com attempted to access /favicon.ico
INFO 2025-11-14 15:03:40,746 basehttp "GET /favicon.ico HTTP/1.1" 302 0
INFO 2025-11-14 15:03:40,753 basehttp "GET /accounts/login/ HTTP/1.1" 200 7338
INFO 2025-11-14 15:03:44,564 basehttp "GET /admin/accounts/customuser/ HTTP/1.1" 302 0
INFO 2025-11-14 15:03:44,582 basehttp "GET /admin/login/?next=/admin/accounts/customuser/ HTTP/1.1" 200 2238
INFO 2025-11-14 15:03:44,598 basehttp "GET /static/admin/css/login.css HTTP/1.1" 304 0
WARNING 2025-11-14 15:03:44,610 middleware Unauthorized access attempt to /favicon.ico from IP: 127.0.0.1
INFO 2025-11-14 15:03:44,612 basehttp "GET /favicon.ico HTTP/1.1" 302 0
INFO 2025-11-14 15:03:44,617 basehttp "GET /accounts/login/ HTTP/1.1" 200 7338
INFO 2025-11-14 15:03:58,722 basehttp "POST /admin/login/?next=/admin/accounts/customuser/ HTTP/1.1" 302 0
INFO 2025-11-14 15:03:59,312 basehttp "GET /admin/accounts/customuser/ HTTP/1.1" 200 11884
INFO 2025-11-14 15:03:59,355 basehttp "GET /static/admin/css/changelists.css HTTP/1.1" 200 6302
